NO,EXT/INT,DARI,NOMOR SURAT,TANGGAL SURAT,TANGGAL TERIMA,PERIHAL,KETERANGAN,TANGGAL SELESAI
413,EXTERNAL,Griffith Silley,487/QM/2026,11/7/2024,error: Field 'this' not found,Proposal,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
414,INTERNAL,Doloritas Bevens,970/OL/2026,8/9/2024,error: Field 'this' not found,Pemberitahuan,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
415,EXTERNAL,Urbain Stillgoe,429/IH/2025,2/21/2025,error: Field 'this' not found,Konfirmasi,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
416,INTERNAL,Frederic Ottam,444/UM/2026,4/28/2024,error: Field 'this' not found,Pengaduan,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
417,INTERNAL,Lizbeth Lashbrook,840/SV/2026,7/15/2024,error: Field 'this' not found,Permintaan Data,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
418,INTERNAL,Candie Schoales,570/WK/2025,9/7/2024,error: Field 'this' not found,Pengaduan,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
419,EXTERNAL,Dorian McCuaig,418/BX/2025,2/8/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
420,INTERNAL,Walton Belliss,828/JO/2026,12/16/2025,error: Field 'this' not found,Permintaan Data,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
421,EXTERNAL,Livvyy Liveley,876/GE/2025,1/7/2025,error: Field 'this' not found,Klaim,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
422,INTERNAL,Danica Besemer,467/RP/2026,3/14/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
423,EXTERNAL,Pip Jantot,504/AL/2026,10/16/2023,error: Field 'this' not found,Undangan Rapat,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
424,INTERNAL,Stillmann Savidge,039/TW/2025,11/12/2025,error: Field 'this' not found,Laporan,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
425,INTERNAL,Clarance Reedman,687/KJ/2024,5/18/2024,error: Field 'this' not found,Pengajuan Kerjasama,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
426,EXTERNAL,Elvina Cronkshaw,784/NS/2024,8/27/2023,error: Field 'this' not found,Permintaan Data,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
427,EXTERNAL,Tremaine Moulsdall,471/LW/2026,7/12/2024,error: Field 'this' not found,Permintaan Data,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
428,EXTERNAL,Annadiana Coke,116/SC/2024,10/1/2025,error: Field 'this' not found,Laporan,Phasellus in felis. Donec semper sapien a libero. Nam dui.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
429,EXTERNAL,Ailis Apple,069/QX/2025,1/23/2026,error: Field 'this' not found,Klaim,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
430,INTERNAL,Phillipp Leyborne,718/BN/2024,6/28/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
431,EXTERNAL,Lian Freathy,187/BV/2026,4/22/2024,error: Field 'this' not found,Permohonan,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
432,INTERNAL,Taddeo Gruby,578/KQ/2025,1/13/2025,error: Field 'this' not found,Klaim,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
433,EXTERNAL,Robinett Dautry,118/FC/2026,6/14/2025,error: Field 'this' not found,Laporan,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
434,INTERNAL,Alison Meyrick,995/PS/2025,11/25/2025,error: Field 'this' not found,Konfirmasi,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
435,EXTERNAL,Roderigo Epsly,012/ZR/2025,1/16/2024,error: Field 'this' not found,Pemberitahuan,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
436,EXTERNAL,Abrahan Worster,789/HF/2025,12/21/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
437,EXTERNAL,Janek Digger,857/AU/2026,12/12/2023,error: Field 'this' not found,Pengaduan,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
438,EXTERNAL,Sibylla Brandes,338/HL/2024,11/15/2023,error: Field 'this' not found,Klaim,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
439,INTERNAL,Stephenie Yellop,543/CL/2026,10/19/2024,error: Field 'this' not found,Konfirmasi,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
440,INTERNAL,Cobb Dunkerley,210/QA/2025,2/14/2026,error: Field 'this' not found,Pemberitahuan,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
441,INTERNAL,Angelita Denslow,395/JG/2024,9/6/2023,error: Field 'this' not found,Pengajuan Kerjasama,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
442,INTERNAL,Adiana Gianetti,520/SL/2025,4/8/2025,error: Field 'this' not found,Undangan Rapat,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
443,INTERNAL,Sibylla Arnaut,266/AG/2025,9/10/2024,error: Field 'this' not found,Permintaan Data,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
444,EXTERNAL,Ash Grosvenor,035/FV/2025,10/18/2025,error: Field 'this' not found,Klaim,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
445,EXTERNAL,Honoria Norcliffe,876/OE/2026,7/19/2024,error: Field 'this' not found,Laporan,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
446,INTERNAL,Tammy Rotherham,378/LT/2025,3/24/2024,error: Field 'this' not found,Klaim,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
447,INTERNAL,Silva Hedditeh,873/CE/2025,1/13/2025,error: Field 'this' not found,Permohonan,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
448,EXTERNAL,Hilly Cattell,059/QH/2024,11/21/2025,error: Field 'this' not found,Klaim,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
449,EXTERNAL,Baxy Lidierth,025/PH/2024,10/23/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
450,EXTERNAL,Haily Markovic,146/QG/2026,5/21/2024,error: Field 'this' not found,Permintaan Data,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
451,EXTERNAL,Melisenda Honniebal,654/OM/2025,11/16/2023,error: Field 'this' not found,Pemberitahuan,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
452,EXTERNAL,Matilda Crowdson,470/CO/2026,2/8/2026,error: Field 'this' not found,Permohonan,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
453,EXTERNAL,Pammy Pagel,272/KV/2026,2/25/2024,error: Field 'this' not found,Permintaan Data,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
454,EXTERNAL,Hertha Rawsthorn,060/XM/2024,1/19/2024,error: Field 'this' not found,Pemberitahuan,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
455,EXTERNAL,Minor Yuryatin,619/DL/2024,4/10/2024,error: Field 'this' not found,Permohonan,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
456,INTERNAL,Hobey Yokelman,563/EF/2026,10/17/2024,error: Field 'this' not found,Konfirmasi,In congue. Etiam justo. Etiam pretium iaculis justo.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
457,EXTERNAL,Yale Bugdell,380/NN/2024,5/3/2024,error: Field 'this' not found,Permohonan,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
458,INTERNAL,Maurise Benza,399/TY/2026,3/3/2026,error: Field 'this' not found,Proposal,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
459,EXTERNAL,Bell Stolberger,355/DS/2026,10/11/2023,error: Field 'this' not found,Pengajuan Kerjasama,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
460,INTERNAL,Floris Denniss,776/UZ/2026,6/15/2025,error: Field 'this' not found,Pemberitahuan,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
461,INTERNAL,Korie Gatty,382/EN/2026,11/28/2025,error: Field 'this' not found,Pemberitahuan,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
462,EXTERNAL,Adams Jaggard,181/YD/2025,1/23/2026,error: Field 'this' not found,Pemberitahuan,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
463,INTERNAL,Iago Oosthout de Vree,260/DR/2024,10/10/2024,error: Field 'this' not found,Konfirmasi,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
464,EXTERNAL,Doll Dun,409/JW/2026,8/30/2024,error: Field 'this' not found,Konfirmasi,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
465,INTERNAL,Roanna Guslon,170/XZ/2026,10/24/2024,error: Field 'this' not found,Pengaduan,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
